阿Ｑ/null/null/a1,Ｑ/null/null/
举贤使能/null/null/ju3,xian2,shi3,neng2/null/null/
举要删芜/null/null/ju3,yao4,shan1,wu2/null/null/
举止不凡/null/null/ju3,zhi3,bu4,fan2/null/null/
举止大方/null/null/ju3,zhi3,da4,fang1/null/null/
举重若轻/null/null/ju3,zhong4,ruo4,qing1/null/null/
举足轻重/null/null/ju3,zu2,qing1,zhong4/null/null/
举止自若/null/null/ju3,zhi3,zi4,ruo4/null/null/
矩步方行/null/null/ju3,bu4,fang1,xing2/null/null/
龃龉不合/null/null/ju3,yu3,bu4,he2/null/null/
踽踽独行/null/null/ju3,ju3,du2,xing2/null/null/
踽踽凉凉/null/null/ju3,ju3,liang2,liang2/null/null/
句比字栉/null/null/ju4,bi3,zi4,zhi4/null/null/
句斟字酌/null/null/ju4,zhen1,zi4,zhuo2/null/null/
句栉字比/null/null/ju4,zhi4,zi4,bi3/null/null/
句子成分/null/null/ju4,zi,cheng2,fen4/null/null/
苣荬菜/null/null/qu3,mai3,cai4/null/null/
具体而微/null/null/ju4,ti3,er2,wei1/null/null/
具体劳动/null/null/ju4,ti3,lao2,dong4/null/null/
钜人长德/null/null/ju4,ren2,chang2,de2/null/null/
俱乐部/null/null/ju4,le4,bu4/null/null/
俱收并蓄/null/null/ju4,shou1,bing4,xu4/null/null/
剧中人/null/null/ju4,zhong1,ren2/null/null/
剧作家/null/null/ju4,zuo4,jia1/null/null/
据鞍读书/null/null/ju4,an1,du2,shu1/null/null/
据高临下/null/null/ju4,gao1,lin2,xia4/null/null/
据理力争/null/null/ju4,li3,li4,zheng1/null/null/
据图刎首/null/null/ju4,tu2,wen3,shou3/null/null/
据为己有/null/null/ju4,wei2,ji3,you3/null/null/
据义履方/null/null/ju4,yi4,lv3,fang1/null/null/
锯木厂/null/null/ju4,mu4,chang3/null/null/
锯牙钩爪/null/null/ju4,ya2,gou1,zhao3/null/null/
聚变反应/null/null/ju4,bian4,fan3,ying4/null/null/
聚精会神/null/null/ju4,jing1,hui4,shen2/null/null/
聚米为谷/null/null/ju4,mi3,wei2,gu3/null/null/
聚米为山/null/null/ju4,mi3,wei2,shan1/null/null/
聚沙成塔/null/null/ju4,sha1,cheng2,ta3/null/null/
聚少成多/null/null/ju4,shao3,cheng2,duo1/null/null/
踞炉炭上/null/null/ju4,lu2,tan4,shang4/null/null/
瞿塘峡/null/null/qu2,tang2,xia2/null/null/
娟好静秀/null/null/juan1,hao3,jing4,xiu4/null/null/
捐躯赴难/null/null/juan1,qu1,fu4,nan4/null/null/
涓滴不漏/null/null/juan1,di1,bu4,lou4/null/null/
涓滴不遗/null/null/juan1,di1,bu4,yi2/null/null/
镌骨铭心/null/null/juan1,gu3,ming2,xin1/null/null/
镌空妄实/null/null/juan1,kong1,wang4,shi2/null/null/
镌脾琢肾/null/null/juan1,pi2,zhuo2,shen4/null/null/
卷笔刀/null/null/juan3,bi3,dao1/null/null/
镌心铭骨/null/null/juan1,xin1,ming2,gu3/null/null/
卷层云/null/null/juan4,ceng2,yun2/null/null/
卷地皮/null/null/juan4,di4,pi2/null/null/
卷积云/null/null/juan4,ji1,yun2/null/null/
卷甲束兵/null/null/juan4,jia3,shu4,bing1/null/null/
卷甲倍道/null/null/juan3,jia3,bei4,dao4/null/null/
卷甲韬戈/null/null/juan4,jia3,tao1,ge1/null/null/
卷甲衔枚/null/null/juan4,jia3,xian2,mei2/null/null/
卷铺盖/null/null/juan3,pu1,gai4/null/null/
卷旗息鼓/null/null/juan3,qi2,xi1,gu3/null/null/
卷舌音/null/null/juan3,she2,yin1/null/null/
卷舌元音/null/null/juan3,she2,yuan2,yin1/null/null/
卷筒纸/null/null/juan4,tong3,zhi3/null/null/
卷土重来/null/null/juan3,tu3,chong2,lai2/null/null/
卷席而居/null/null/juan4,xi2,er2,ju1/null/null/
卷席而葬/null/null/juan3,xi2,er2,zang4/null/null/
卷心菜/null/null/juan4,xin1,cai4/null/null/
卷扬机/null/null/juan3,yang2,ji1/null/null/
卷帙浩繁/null/null/juan4,zhi4,hao4,fan2/null/null/
卷子本/null/null/juan3,zi,ben3/null/null/
倦鸟知还/null/null/juan4,niao3,zhi1,huan2/null/null/
倦尾赤色/null/null/juan4,wei3,chi4,se4/null/null/
眷红偎翠/null/null/juan4,hong2,wei1,cui4/null/null/
撅天扑地/null/null/jue1,tian1,pu1,di4/null/null/
撅坑撅堑/null/null/jue2,keng1,jue2,qian4/null/null/
决不待时/null/null/jue2,bu4,dai4,shi2/null/null/
决定论/null/null/jue2,ding4,lun4/null/null/
决疣溃痈/null/null/jue2,you2,kui4,yong1/null/null/
抉奥阐幽/null/null/jue2,ao4,chan3,you1/null/null/
绝长补短/null/null/jue2,chang2,bu3,duan3/null/null/
绝长继短/null/null/jue2,chang2,ji4,duan3/null/null/
绝长续短/null/null/jue2,chang2,xu4,duan3/null/null/
绝处逢生/null/null/jue2,chu4,feng2,sheng1/null/null/
绝甘分少/null/null/jue2,gan1,fen1,shao3/null/null/
绝口不道/null/null/jue2,kou3,bu4,dao4/null/null/
绝妙好辞/null/null/jue2,miao4,hao3,ci2/null/null/
绝其本根/null/null/jue2,qi2,ben3,gen1/null/null/
绝少分甘/null/null/jue2,shao3,fen1,gan1/null/null/
绝无仅有/null/null/jue2,wu2,jin3,you3/null/null/
绝缘体/null/null/jue2,yuan2,ti3/null/null/
绝子绝孙/null/null/jue2,zi3,jue2,sun1/null/null/
觉人觉世/null/null/jue2,ren2,jue2,shi4/null/null/
倔强倨傲/null/null/jue2,jiang4,ju4,ao4/null/null/
倔头倔脑/null/null/jue4,tou55,jue4,nao3/null/null/
倔头强脑/null/null/jue4,tou2,jiang4,nao3/null/null/
崛地而起/null/null/jue2,di4,er2,qi3/null/null/
谲而不正/null/null/jue2,er2,bu4,zheng4/null/null/
爵士乐/null/null/jue2,shi4,yue4/null/null/
爵士音乐/null/null/jue2,shi4,yin1,yue4/null/null/
嚼齿穿龈/null/null/jiao2,chi3,chuan1,yin2/null/null/
嚼穿龈血/null/null/jiao2,chuan1,yin2,xue4/null/null/
嚼墨喷纸/null/null/jue2,mo4,pen1,zhi3/null/null/
嚼腭搥床/null/null/jiao2,e4,chui2,chuang2/null/null/
嚼舌根/null/null/jiao2,she2,gen1/null/null/
嚼舌头/null/null/jiao2,she2,tou55/null/null/
嚼铁咀金/null/null/jiao2,tie3,ju3,jin1/null/null/
攫金不见人/null/null/jue2,jin1,bu4,jian4,ren2/null/null/
攫为己有/null/null/jue2,wei2,ji3,you3/null/null/
军不血刃/null/null/jun1,bu4,xue4,ren4/null/null/
军法从事/null/null/jun1,fa3,cong2,shi4/null/null/
军分区/null/null/jun1,fen1,qu1/null/null/
军工厂/null/null/jun1,gong1,chang3/null/null/
军管会/null/null/jun1,guan3,hui4/null/null/
军机处/null/null/jun1,ji1,chu4/null/null/
军乐队/null/null/jun1,yue4,dui4/null/null/
军令状/null/null/jun1,ling4,zhuang4/null/null/
军令如山/null/null/jun1,ling4,ru2,shan1/null/null/
军事基地/null/null/jun1,shi4,ji1,di4/null/null/
军事体育/null/null/jun1,shi4,ti3,yu4/null/null/
军中无戏言/null/null/jun1,zhong1,wu2,xi4,yan2/null/null/
君子好逑/null/null/jun1,zi3,hao4,qiu2/null/null/
钧天广乐/null/null/jun1,tian1,guang3,yue4/null/null/
麇骇雉伏/null/null/jun1,hai4,zhi4,fu2/null/null/
麇至沓来/null/null/qun2,zhi4,ta4,lai2/null/null/
郡县制/null/null/jun4,xian4,zhi4/null/null/
峻阪盐车/null/null/jun4,ban3,yun2,che1/null/null/
骏骨牵盐/null/null/jun4,gu3,qian1,yan2/null/null/
咖啡店/null/null/ka1,fei1,dian4/null/null/
咖啡因/null/null/ka1,fei1,yin1/null/null/
卡宾枪/null/null/ka3,bin1,qiang1/null/null/
卡脖子/null/null/qia3,bo2,zi/null/null/
卡介苗/null/null/ka3,jie4,miao2/null/null/
卡拉奇/null/null/ka3,la1,qi2/null/null/
卡路里/null/null/ka3,lu4,li3/null/null/
开场白/null/null/kai1,chang3,bai2/null/null/
开诚相见/null/null/kai1,cheng2,xiang1,jian4/null/null/
开倒车/null/null/kai1,dao4,che1/null/null/
开房间/null/null/kai1,fang2,jian1/null/null/
开弓不放箭/null/null/kai1,gong1,bu4,fang4,jian4/null/null/
开国承家/null/null/kai1,guo2,cheng2,jia1/null/null/
开合自如/null/null/kai1,he2,zi4,ru2/null/null/
开花结果/null/null/kai1,hua1,jie2,guo3/null/null/
开花结实/null/null/kai1,hua1,jie2,shi2/null/null/
开华结果/null/null/kai1,hua1,jie2,guo3/null/null/
开基创业/null/null/kai1,ji1,chuang4,ye4/null/null/
开疆辟土/null/null/kai1,jiang1,pi4,tu3/null/null/
开疆拓境/null/null/kai1,jiang1,tuo4,jing4/null/null/
开疆拓土/null/null/kai1,jiang1,tuo4,tu3/null/null/
开疆拓宇/null/null/kai1,jiang1,tuo4,yu3/null/null/
开疆展土/null/null/kai1,jiang1,zhan3,tu3/null/null/
开卷有益/null/null/kai1,juan4,you3,yi4/null/null/
开口见胆/null/null/kai1,kou3,jian4,dan3/null/null/
开口见喉咙/null/null/kai1,kou3,jian4,hou2,long2/null/null/
开口见心/null/null/kai1,kou3,jian4,xin1/null/null/
开快车/null/null/kai1,kuai4,che1/null/null/
开阔地/null/null/kai1,kuo4,di4/null/null/
开绿灯/null/null/kai1,lv4,deng1/null/null/
开锣喝道/null/null/kai1,luo2,he4,dao4/null/null/
开门见山/null/null/kai1,men2,jian4,shan1/null/null/
开门红/null/null/kai1,men2,hong2/null/null/
开台锣鼓/null/null/kai1,tai2,luo2,gu3/null/null/
开天辟地/null/null/kai1,tian1,pi4,di4/null/null/
开小差/null/null/kai1,xiao3,chai1/null/null/
开心见肠/null/null/kai1,xin1,jian4,chang2/null/null/
开心见诚/null/null/kai1,xin1,jian4,cheng2/null/null/
开心见胆/null/null/kai1,xin1,jian4,dan3/null/null/
开夜车/null/null/kai1,ye4,che1/null/null/
开源节流/null/null/kai1,yuan2,jie2,iu2/null/null/
开云见日/null/null/kai1,yun2,jian4,ri4/null/null/
开云见天/null/null/kai1,yun2,jian4,tian1/null/null/
开斋节/null/null/kai1,zhai1,jie2/null/null/
凯旋门/null/null/kai3,xuan2,men2/null/null/
慨当以慷/null/null/kai3,dang1,yi3,kang1/null/null/
慨然应允/null/null/kai3,ran2,ying1,yun3/null/null/
刊心刻骨/null/null/kan1,xin1,ke4,gu3/null/null/
堪培拉/null/null/kan1,pei2,la1/null/null/
坎坷不平/null/null/kan3,ke3,bu4,ping2/null/null/
坎帕拉/null/null/kan3,pa4,la1/null/null/
坎止流行/null/null/kan3,zhi3,iu2,xing2/null/null/
侃大山/null/null/kan3,tai4,shan1/null/null/
埳井之蛙/null/null/kan3,jing3,zhi1,wa1/null/null/
看不惯/null/null/kan4,bu4,guan4/null/null/
看不过/null/null/kan4,bu4,guo4/null/null/
看不见/null/null/kan4,bu2,jian4/null/null/
看不起/null/null/kan4,bu4,qi3/null/null/
看不清/null/null/kan4,bu4,qing1/null/null/
看不上/null/null/kan4,bu4,shang4/null/null/
看不上眼/null/null/kan4,bu4,shang4,yan3/null/null/
看财奴/null/null/kan4,cai2,nu2/null/null/
看菜吃饭/null/null/kan4,cai4,chi1,fan4/null/null/
看得起/null/null/kan4,de,qi3/null/null/
看风使船/null/null/kan4,feng1,shi3,chuan2/null/null/
看风使舵/null/null/kan4,feng1,shi3,duo4/null/null/
看风使帆/null/null/kan4,feng1,shi3,fan1/null/null/
看风驶船/null/null/kan4,feng1,shi3,chuan2/null/null/
看家本领/null/null/kan1,jia1,ben3,ling3/null/null/
看家狗/null/null/kan1,jia1,gou3/null/null/
看家本事/null/null/kan1,jia1,ben3,shi4/null/null/
看家戏/null/null/kan1,jia1,xi4/null/null/
看景生情/null/null/kan4,jing3,sheng1,qing2/null/null/
看门狗/null/null/kan1,men2,gou3/null/null/
看破红尘/null/null/kan4,po4,hong2,chen2/null/null/
看起来/null/null/kan4,qi3,lai2/null/null/
看人眉睫/null/null/kan4,ren2,mei2,jie2/null/null/
看人下菜/null/null/kan4,ren2,xia4,cai4/null/null/
看人眉眼/null/null/kan4,ren2,mei2,yan3/null/null/
看人下菜碟儿/null/null/kan4,ren2,xia4,cai4,die2,er2/null/null/
看人行事/null/null/kan4,ren2,xing2,shi4/null/null/
看杀卫玠/null/null/kan4,sha1,wei4,jie4/null/null/
看守所/null/null/kan1,shou3,suo3/null/null/
看笑话/null/null/kan4,xiao4,hua4/null/null/
看样子/null/null/kan4,yang4,zi/null/null/
看医生/null/null/kan4,yi1,sheng1/null/null/
看朱成碧/null/null/kan4,zhu1,cheng2,bi4/null/null/
瞰瑕伺隙/null/null/kan4,xia2,si4,xi4/null/null/
康庄大道/null/null/kang1,zhuang1,da4,dao4/null/null/
慷慨解囊/null/null/kang1,kai3,jie3,nang2/null/null/
慷慨输将/null/null/kang1,kai3,shu1,jiang1/null/null/
慷慨淋漓/null/null/kang1,kai3,lin2,li2/null/null/
糠豆不赡/null/null/kang5,dou55,bu,shan5/null/null/
扛长工/null/null/kang2,chang2,gong1/null/null/
扛鼎拔山/null/null/gang1,ding3,ba2,shan1/null/null/
扛鼎抃牛/null/null/gang1,ding3,bian4,niu2/null/null/
亢龙有悔/null/null/kang4,long2,you3,hui3/null/null/
抗干扰/null/null/kang4,gan1,rao3/null/null/
抗菌素/null/null/kang4,jun1,su4/null/null/
抗颜为师/null/null/kang4,yan2,wei2,shi1/null/null/
考据学/null/null/kao3,ju4,xue2/null/null/
考勤簿/null/null/kao3,qin2,bu4/null/null/
靠不住/null/null/kao4,bu2,zhu4/null/null/
靠得住/null/null/kao4,de,zhu4/null/null/
苛性钠/null/null/ke1,xing4,na4/null/null/
苛捐杂税/null/null/ke1,juan1,za2,shui4/null/null/
苛政猛于虎/null/null/ke1,zhe4,meng3,yu2,hu3/null/null/
科教片/null/null/ke1,jiao4,pian1/null/null/
科头箕踞/null/null/ke1,tou2,ji1,ju4/null/null/
科头跣足/null/null/ke1,tou2,xian3,zu2/null/null/
科学家/null/null/ke1,xue2,jia1/null/null/
科研所/null/null/ke1,yan2,suo3/null/null/
磕头虫/null/null/ke1,tou2,chong2/null/null/
磕头礼拜/null/null/ke1,tou2,li3,bai4/null/null/
磕头碰脑/null/null/ke1,tou2,peng4,nao3/null/null/
磕头如捣/null/null/ke1,tou2,ru2,dao3/null/null/
磕头如捣蒜/null/null/ke1,tou2,ru2,dao3,suan4/null/null/
壳郎猪/null/null/ke2,lang2,zhu1/null/null/
咳声叹气/null/null/hai1,sheng1,tan4,qi4/null/null/
咳唾成珠/null/null/ke2,tuo4,cheng2,zhu1/null/null/
咳珠唾玉/null/null/ke2,zhu1,tuo4,yu4/null/null/
可不是/null/null/ke3,bu2,shi4/null/null/
可操左券/null/null/ke3,cao1,zuo3,quan4/null/null/
可乘之机/null/null/ke3,cheng2,zhi1,ji1/null/null/
可乘之隙/null/null/ke3,cheng2,zhi1,xi4/null/null/
可的松/null/null/ke3,di4,song1/null/null/
可读性/null/null/ke3,du2,xing4/null/null/
可发一噱/null/null/ke3,fa1,yi1,jue2/null/null/
可歌可泣/null/null/ke3,ge1,ke3,qi4/null/null/
可耕地/null/null/ke3,geng1,di4/null/null/
可见度/null/null/ke3,jian4,du4/null/null/
可见光/null/null/ke3,jian4,guang1/null/null/
可见一斑/null/null/ke3,jian4,yi1,ban1/null/null/
可卡因/null/null/ke3,ka3,yin1/null/null/
可靠性/null/null/ke3,kao4,xing4/null/null/
可可豆/null/null/ke3,ke3,dou4/null/null/
可口可乐/null/null/ke3,kou3,ke3,le4/null/null/
可兰经/null/null/ke3,lan2,jing1/null/null/
可怜巴巴/null/null/ke3,lian2,ba1,ba1/null/null/
可怜虫/null/null/ke3,lian2,chong2/null/null/
可怜相/null/null/ke3,lian2,xiang1/null/null/
可泣可歌/null/null/ke3,qi4,ke3,ge1/null/null/
可塑性/null/null/ke3,su4,xing4/null/null/
可望不可即/null/null/ke3,wang4,bu4,ke3,ji2/null/null/
可望而不可即/null/null/ke3,wang4,er2,bu4,ke3,ji2/null/null/
可望而不可及/null/null/ke3,wang4,er2,bu4,ke3,ji2/null/null/
可想而知/null/null/ke3,xiang3,er2,zhi1/null/null/
可心如意/null/null/ke3,xin1,ru2,yi4/null/null/
可行性/null/null/ke3,xing2,xing4/null/null/
可有可无/null/null/ke3,you3,ke3,wu2/null/null/
渴尘万斛/null/null/ke3,chen2,wan4,hu2/null/null/
渴骥奔泉/null/null/ke3,ji4,ben1,quan2/null/null/
克传弓冶/null/null/ke4,chuan2,gong1,ye3/null/null/
克丁克卯/null/null/ke4,ding1,ke4,mao3/null/null/
克分子/null/null/ke4,fen4,zi3/null/null/
克己慎行/null/null/ke4,ji3,shen4,xing2/null/null/
克格勃/null/null/ke4,ge2,bo2/null/null/
克尽厥职/null/null/ke4,jin4,jue2,zhi2/null/null/
克什米尔/null/null/ke4,shi2,mi3,er3/null/null/
刻薄寡思/null/null/ke4,bo2,gua3,si1/null/null/
刻不待时/null/null/ke4,bu4,dai4,shi2/null/null/
刻不容缓/null/null/ke4,bu4,rong2,huan3/null/null/
刻不容松/null/null/ke4,bu4,rong2,song1/null/null/
刻翠裁红/null/null/ke4,cui4,cai2,hong2/null/null/
刻骨崩心/null/null/ke4,gu3,beng1,xin1/null/null/
刻骨仇恨/null/null/ke4,gu3,chou2,hen4/null/null/
刻骨镂心/null/null/ke4,gu3,lou4,xin1/null/null/
刻骨铭心/null/null/ke4,gu3,ming2,xin1/null/null/
刻骨相思/null/null/ke4,gu3,xiang1,si1/null/null/
刻肌刻骨/null/null/ke4,ji1,ke4,gu3/null/null/
刻木为鹄/null/null/ke4,mu4,wei2,hu2/null/null/
刻木为吏/null/null/ke4,mu4,wei2,li4/null/null/
刻雾裁风/null/null/ke4,wu4,cai2,feng1/null/null/
刻章琢句/null/null/ke4,zhang1,zhuo2,ju4/null/null/
客观唯心主义/null/null/ke4,guan1,wei2,xin1,zhu3,yi4/null/null/
客家话/null/null/ke4,jia1,hua4/null/null/
客里空/null/null/ke4,li3,kong1/null/null/
客座教授/null/null/ke4,zuo4,jiao4,shou4/null/null/
恪守不渝/null/null/ke4,shou3,bu4,yu2/null/null/
课语讹言/null/null/ke4,yu3,e2,yan2/null/null/
课嘴撩牙/null/null/ke4,zui3,liao2,ya2/null/null/
溘然长逝/null/null/ke4,ran2,chang2,shi4/null/null/
嗑牙料嘴/null/null/ke1,ya2,liao4,zui3/null/null/
溘然长往/null/null/ke4,ran2,chang2,wang3/null/null/
溘先朝露/null/null/ke4,xian1,zhao1,lu4/null/null/
肯不肯/null/null/ken3,bu4,ken3/null/null/
坑绷拐骗/null/null/keng1,beng1,guai3,pian4/null/null/
坑家败业/null/null/keng1,jia1,bai4,ye4/null/null/
坑蒙拐骗/null/null/keng1,meng2,guai3,pian4/null/null/
铿锵有力/null/null/keng1,qiang1,you3,li4/null/null/
空白点/null/null/kong4,bai2,dian3/null/null/
空包弹/null/null/kong1,bao1,dan4/null/null/
空城计/null/null/kong1,cheng2,ji4/null/null/
空荡荡/null/null/kong1,dang4,dang4/null/null/
空洞洞/null/null/kong1,dong4,dong4/null/null/
空洞无物/null/null/kong1,dong4,wu2,wu4/null/null/
空对空/null/null/kong1,dui4,kong1/null/null/
空腹便便/null/null/kong1,fu4,pian2,pian2/null/null/
空费词说/null/null/kong1,fei4,ci2,shuo1/null/null/
空腹高心/null/null/kong1,fu4,gao1,xin1/null/null/
空谷传声/null/null/kong1,gu3,chuan2,sheng1/null/null/
空谷白驹/null/null/kong1,gu3,bai2,ju1/null/null/
空谷幽兰/null/null/kong1,gu3,you1,lan2/null/null/
空谷足音/null/null/kong1,gu3,zu2,yin1/null/null/
空话连篇/null/null/kong1,hua4,lian2,pian1/null/null/
空架子/null/null/kong1,jia4,zi/null/null/
空间站/null/null/kong1,jian1,zhan4/null/null/
空空导弹/null/null/kong1,kong1,dao3,dan4/null/null/
空空洞洞/null/null/kong1,kong1,dong4,dong4/null/null/
空空如也/null/null/kong1,kong1,ru2,ye3/null/null/
空口说白话/null/null/kong1,kou3,shuo1,bai2,hua4/null/null/
空口无凭/null/null/kong1,kou3,wu2,ping2/null/null/
空落落/null/null/kong1,luo4,luo4/null/null/
空气污染/null/null/kong1,qi4,wu1,ran3/null/null/
空气压缩机/null/null/kong1,qi4,ya1,suo1,ji1/null/null/
空气浴/null/null/kong1,qi4,yu4/null/null/
空前绝后/null/null/kong1,qian2,jue2,hou4/null/null/
空室清野/null/null/kong1,shi4,qing1,ye3/null/null/
空手道/null/null/kong1,shou3,dao4/null/null/
空谈快意/null/null/kong1,tan2,kuai4,yi4/null/null/
空头支票/null/null/kong1,tou2,zhi1,piao4/null/null/
空心汤圆/null/null/kong1,xin1,tang1,yuan2/null/null/
空心砖/null/null/kong1,xin1,zhuan1/null/null/
空穴来风/null/null/kong1,xue2,lai2,feng1/null/null/
空中楼阁/null/null/kong1,zhong1,lou2,ge2/null/null/
空中小姐/null/null/kong1,zhong1,xiao3,jie3/null/null/
孔情周思/null/null/kong3,qing2,zhou1,si1/null/null/
孔雀绿/null/null/kong3,que4,lv4/null/null/
孔雀石/null/null/kong3,que4,shi2/null/null/
孔雀舞/null/null/kong3,que4,wu3/null/null/
孔思周情/null/null/kong3,si1,zhou1,qing2/null/null/
孔武有力/null/null/kong3,wu3,you3,li4/null/null/
孔席不暖/null/null/kong3,xi2,bu4,nuan3/null/null/
孔席不适/null/null/kong3,xi2,bu4,shi4/null/null/
恐慌万状/null/null/kong3,huang1,wan4,zhuang4/null/null/
抠心挖肚/null/null/kou1,xin1,wa1,du4/null/null/
抠心挖血/null/null/kou1,xin1,wa1,xue4/null/null/
口碑载道/null/null/kou3,bei1,zai4,dao4/null/null/
口不二价/null/null/kou3,bu4,er4,jia4/null/null/
口不应心/null/null/kou3,bu4,ying4,xin1/null/null/
口不择言/null/null/kou3,bu4,ze2,yan2/null/null/
口出不逊/null/null/kou3,chu1,bu4,xun4/null/null/
口出大言/null/null/kou3,chu1,da1,yan2/null/null/
口传心授/null/null/kou3,chuan2,xin1,shou4/null/null/
口多食寡/null/null/kou3,duo1,shi2,gua3/null/null/
口耳相承/null/null/kou3,er3,xiang1,cheng2/null/null/
口耳并重/null/null/kou3,er3,bing4,zhong4/null/null/
口耳相传/null/null/kou3,er3,xiang1,chuan2/null/null/
口服心服/null/null/kou3,fu2,xin1,fu2/null/null/
口腹之累/null/null/kou3,fu4,zhi1,lei3/null/null/
口干舌燥/null/null/kou3,gan1,she2,zao4/null/null/
口干舌焦/null/null/kou3,gan4,she2,jiao1/null/null/
口惠而实不至/null/null/kou3,hui4,er2,shi2,bu4,zhi4/null/null/
口角风情/null/null/kou3,jiao3,feng1,qing2/null/null/
口角春风/null/null/kou3,jiao3,chun1,feng1/null/null/
口角炎/null/null/kou3,jue2,yan2/null/null/
口角生风/null/null/kou3,jiao3,sheng1,feng1/null/null/
口口相传/null/null/kou3,kou3,xiang1,chuan2/null/null/
口若悬河/null/null/kou3,ruo4,xuan2,he2/null/null/
口轻舌薄/null/null/kou3,qing1,she2,bo2/null/null/
口说无凭/null/null/kou3,shuo1,wu2,ping2/null/null/
口尚乳臭/null/null/kou3,shang4,ru3,xiu4/null/null/
口似悬河/null/null/kou3,si4,xuan2,he2/null/null/
口头禅/null/null/kou3,tou2,chan2/null/null/
口头文学/null/null/kou3,tou2,wen2,xue2/null/null/
口头语/null/null/kou3,tou2,yu3/null/null/
口吐珠玑/null/null/kou3,tu3,zhu1,ji1/null/null/
口无择言/null/null/kou3,wu2,ze2,yan2/null/null/
口谐辞给/null/null/kou3,xie2,ci2,gei3/null/null/
口血未干/null/null/kou3,xue4,wei4,gan1/null/null/
口壅若川/null/null/kou3,yong1,ruo4,chuan1/null/null/
口语体/null/null/kou3,yu3,ti3/null/null/
口燥唇干/null/null/kou3,zao4,chun2,gan1/null/null/
口中雌黄/null/null/kou3,zhong1,ci2,huang2/null/null/
口中蚤虱/null/null/kou3,zhong1,zao3,shi1/null/null/
叩石垦壤/null/null/kou4,shi2,ken3,rang3/null/null/
叩心泣血/null/null/kou4,xin1,qi4,xue4/null/null/
扣壶长吟/null/null/kou4,hu2,chang2,yin2/null/null/
叩源推委/null/null/kou4,yuan2,tui1,wei3/null/null/
扣楫中流/null/null/kou4,ji2,zhong1,iu2/null/null/
扣盘扪钥/null/null/kou4,pan2,men2,yao4/null/null/
刳脂剔膏/null/null/ku1,zhi1,ti1,gao1/null/null/
枯骨生肉/null/null/ku1,gu3,sheng1,rou4/null/null/
枯骨之馀/null/null/ku1,gu3,zhi1,yu2/null/null/
刳精呕血/null/null/ku1,jing1,ou3,xue4/null/null/
枯苗望雨/null/null/ku1,miao2,wang4,yu3/null/null/
枯木发荣/null/null/ku1,mu4,fa1,rong2/null/null/
枯树生华/null/null/ku1,shu4,sheng1,hua1/null/null/
枯体灰心/null/null/ku1,ti3,hui1,xin1/null/null/
枯枝败叶/null/null/ku1,zhi1,bai4,ye4/null/null/
枯枝再春/null/null/ku1,zhi1,zai4,chun1/null/null/
哭丧棒/null/null/ku1,sang5,bang4/null/null/
哭丧着脸/null/null/ku1,sang1,zhe,lian3/null/null/
哭天喊地/null/null/ku1,tian1,han3,di4/null/null/
哭天抹泪/null/null/ku1,tian1,mo3,lei4/null/null/
哭笑不得/null/null/ku1,xiao4,bu4,de2/null/null/
苦不可言/null/null/ku3,bu4,ke3,yan2/null/null/
苦不堪言/null/null/ku3,bu4,kan1,yan2/null/null/
苦大仇深/null/null/ku3,da4,chou2,shen1/null/null/
苦差事/null/null/ku3,chai1,shi4/null/null/
苦尽甘来/null/null/ku3,jin4,gan1,lai2/null/null/
苦尽甜来/null/null/ku3,jin4,tian2,lai2/null/null/
苦乐不均/null/null/ku3,le4,bu4,jun1/null/null/
苦难深重/null/null/ku3,nan4,shen1,zhong4/null/null/
苦身焦思/null/null/ku3,shen1,jiao1,si1/null/null/
苦行僧/null/null/ku3,xing2,seng1/null/null/
苦思冥想/null/null/ku3,si1,ming2,xiang3/null/null/
苦雨凄风/null/null/ku3,yu3,qi1,feng1/null/null/
苦中作乐/null/null/ku3,zhong1,zuo4,le4/null/null/
楛耘伤岁/null/null/ku3,yun2,shang1,sui4/null/null/
夸大其词/null/null/kua1,da4,qi2,ci2/null/null/
夸大其辞/null/null/kua1,da4,qi2,ci2/null/null/
夸多斗靡/null/null/kua1,duo1,dou4,mi2/null/null/
夸父追日/null/null/kua1,fu4,zhui1,ri4/null/null/
夸父逐日/null/null/kua1,fu4,zhu2,ri4/null/null/
夸海口/null/null/kua1,hai3,kou3/null/null/
夸夸而谈/null/null/kua1,kua1,er2,tan2/null/null/
夸夸其谈/null/null/kua1,kua1,qi2,tan2/null/null/
夸强道会/null/null/kua1,qiang2,dao4,hui4/null/null/
姱容修态/null/null/kua1,rong2,xiu1,tai4/null/null/
跨凤乘龙/null/null/kua4,feng4,cheng2,long2/null/null/
跨凤乘鸾/null/null/kua4,feng4,cheng2,luan2/null/null/
跨年度/null/null/kua4,nian2,du4/null/null/
跨山压海/null/null/kua4,shan1,ya1,hai3/null/null/
快犊破车/null/null/kuai4,du2,po4,che1/null/null/
快人快语/null/null/kuai4,ren2,kuai4,yu3/null/null/
快意当前/null/null/kuai4,yi4,dang1,qian2/null/null/
宽大为怀/null/null/kuan1,da4,wei2,huai2/null/null/
宽打窄用/null/null/kuan1,da3,zhai3,yong4/null/null/
宽宏大度/null/null/kuan1,hong2,da4,du4/null/null/
宽宏大量/null/null/kuan1,hong2,da4,liang4/null/null/
宽洪大度/null/null/kuan1,hong2,da4,du4/null/null/
